=== MALATAVADI REJECTED CORRECTIONS DETAIL ===
Plot       | Confidence | Ev Imp     | Shift (m)  | Safeguard                 | Detailed Reason
1254       | 0.1839     | 0.0534     | 10.20      | baseline                  | Baseline flagging (area ratio)
1255       | 0.8421     | 0.0103     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1256       | 0.8151     | 0.0003     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0003 < 0.035)
1257       | 0.5683     | 0.0110     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0110 < 0.035)
1258       | 0.5858     | 0.0269     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0269 < 0.035)
1259       | 0.4097     | 0.0088     | 10.20      | baseline                  | Baseline flagging (overlap violation)
126        | 0.8218     | 0.0007     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0007 < 0.035)
1260       | 0.3277     | 0.0146     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1261       | 0.4225     | 0.0367     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1262       | 0.6683     | 0.0572     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1263       | 0.5866     | 0.0741     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1264       | 0.3634     | 0.0223     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1265       | 0.8229     | 0.0259     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1266       | 0.2000     | 0.0534     | 10.20      | baseline                  | Baseline flagging (area ratio)
1267       | 0.2013     | 0.0156     | 10.20      | baseline                  | Baseline flagging (area ratio)
1268       | 0.1934     | 0.0286     | 10.20      | baseline                  | Baseline flagging (area ratio)
1269       | 0.2539     | 0.0222     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
127        | 0.8004     | 0.0061     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1270       | 0.7243     | 0.0993     | 9.22       | baseline                  | Baseline flagging (overlap violation)
1271       | 0.1873     | 0.0584     | 10.20      | baseline                  | Baseline flagging (area ratio)
1272       | 0.2020     | 0.0161     | 10.20      | baseline                  | Baseline flagging (area ratio)
1273       | 0.6925     | 0.0439     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1274       | 0.1869     | 0.0130     | 10.20      | baseline                  | Baseline flagging (area ratio)
1275       | 0.1974     | 0.0078     | 10.20      | baseline                  | Baseline flagging (area ratio)
1276       | 0.1928     | 0.0587     | 10.20      | baseline                  | Baseline flagging (area ratio)
1277       | 0.4481     | 0.0074     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1278       | 0.7476     | 0.0381     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1279       | 0.6068     | 0.0041     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0041 < 0.035)
128        | 0.1595     | 0.0045     | 10.20      | baseline                  | Baseline flagging (area ratio)
1280       | 0.5187     | 0.0310     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0310 < 0.035)
1281       | 0.4792     | 0.0383     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1282       | 0.1346     | 0.0240     | 10.20      | baseline                  | Baseline flagging (area ratio)
1283       | 0.4461     | 0.0190     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1284       | 0.1566     | 0.0661     | 10.20      | baseline                  | Baseline flagging (area ratio)
1285       | 0.7142     | 0.0055     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0055 < 0.035)
1286       | 0.7605     | 0.0018     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1287       | 0.7453     | 0.0086     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1288       | 0.1763     | 0.0168     | 10.20      | baseline                  | Baseline flagging (area ratio)
1289       | 0.2104     | 0.0080     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
129        | 0.7674     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1290       | 0.1917     | 0.0239     | 10.20      | baseline                  | Baseline flagging (area ratio)
1291       | 0.8217     | 0.0596     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1292       | 0.6282     | 0.0499     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1293       | 0.3611     | 0.0234     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1294       | 0.2102     | 0.0145     | 10.20      | baseline                  | Baseline flagging (area ratio)
1295       | 0.7078     | 0.0005     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0005 < 0.035)
1296       | 0.2345     | 0.0997     | 10.20      | baseline                  | Baseline flagging (area ratio)
1297       | 0.2150     | 0.0980     | 10.20      | baseline                  | Baseline flagging (area ratio)
1298       | 0.3987     | 0.0259     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1299       | 0.3687     | 0.0036     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
13         | 0.3276     | 0.0450     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
130        | 0.2725     | 0.0260     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1300       | 0.4151     | 0.0355     | 10.20      | confidence_threshold      | Low confidence (0.4151 < 0.50)
1301       | 0.4124     | 0.0195     | 10.20      | confidence_threshold      | Low confidence (0.4124 < 0.50)
1303       | 0.8018     | 0.0169     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1304       | 0.2509     | 0.0525     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1305       | 0.4123     | 0.0550     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1306       | 0.6978     | 0.0538     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1307       | 0.2121     | 0.0503     | 10.20      | baseline                  | Baseline flagging (area ratio)
1308       | 0.6045     | 0.0332     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1309       | 0.8534     | 0.0120     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0120 < 0.035)
131        | 0.8200     | 0.0277     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1310       | 0.7964     | 0.0120     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0120 < 0.035)
1311/A     | 0.1642     | 0.0333     | 10.20      | baseline                  | Baseline flagging (area ratio)
1311/B     | 0.1243     | 0.0119     | 10.20      | baseline                  | Baseline flagging (area ratio)
1312       | 0.2079     | 0.0065     | 10.20      | baseline                  | Baseline flagging (area ratio)
1313       | 0.1673     | 0.0125     | 10.20      | baseline                  | Baseline flagging (area ratio)
1314       | 0.7041     | 0.0336     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1315       | 0.2005     | 0.0358     | 10.20      | baseline                  | Baseline flagging (area ratio)
1316       | 0.2021     | 0.0085     | 10.20      | baseline                  | Baseline flagging (area ratio)
1317       | 0.2000     | 0.0545     | 10.20      | baseline                  | Baseline flagging (area ratio)
1318       | 0.4731     | 0.0489     | 10.20      | confidence_threshold      | Low confidence (0.4731 < 0.50)
1319       | 0.2079     | 0.0282     | 10.20      | baseline                  | Baseline flagging (area ratio)
132        | 0.7815     | 0.0127     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0127 < 0.035)
1320       | 0.1706     | 0.0307     | 10.20      | baseline                  | Baseline flagging (area ratio)
1321       | 0.3047     | 0.0448     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1322       | 0.5465     | 0.0378     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1323       | 0.7607     | 0.0610     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1324       | 0.5251     | 0.0143     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1325/A     | 0.1987     | 0.0121     | 10.20      | baseline                  | Baseline flagging (area ratio)
1325/B     | 0.2918     | 0.0176     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1326       | 0.6399     | 0.0259     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1327       | 0.1679     | 0.0203     | 10.20      | baseline                  | Baseline flagging (area ratio)
1328       | 0.8053     | 0.0160     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0160 < 0.035)
1329       | 0.1919     | 0.0160     | 10.20      | baseline                  | Baseline flagging (area ratio)
133        | 0.2051     | 0.0146     | 10.20      | baseline                  | Baseline flagging (area ratio)
1330       | 0.5032     | 0.0107     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0107 < 0.035)
1331       | 0.6644     | 0.0155     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0155 < 0.035)
1332       | 0.1940     | 0.0140     | 10.20      | baseline                  | Baseline flagging (area ratio)
